index,address,city,state,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,longitude
6815,Beard Avenue North,minneapolis-st. paul,mn,55422.0,Public,3,False,False,False,False,True,False,45.0211568,-93.324501
6816,Geoffrey Way,new york,ny,7470.0,Public,6,False,False,False,False,False,False,40.9681525,-74.256634
6817,Illinois Street,chicago,il,60018.0,Public,2,False,False,False,False,False,False,42.0172018,-87.886161
6818,James Madison Lane,washington,dc,20769.0,Public,2,False,True,False,False,False,False,38.9703493,-76.7944711
6819,Street,new york,ny,11360.0,Public,3,False,False,False,False,False,False,40.782158,-73.778514
6820,Wimmerton Boulevard,pittsburgh,pa,15650.0,Homeowners Community,2,False,True,False,False,True,False,40.2888641,-79.4133103
6821,Heron Avenue,chicago,il,60193.0,Public,1,False,False,False,False,False,False,41.9945604,-88.1227112
6822,Del Web Boulevard,chicago,il,60404.0,Homeowners Community,2,False,False,False,False,False,False,41.5131166,-88.2267863
6823,Addie Pond Way Southwest,atlanta,ga,30064.0,Homeowners Community,2,False,False,False,False,True,False,33.9256549,-84.637996
6824,Vicksburg Circle,detroit,mi,48317.0,Public,6,False,True,False,False,False,False,42.6410779,-83.0417705
6825,Washington Drive,atlanta,ga,30135.0,Homeowners Community,4,False,True,False,False,True,False,33.7205918,-84.6574795
6826,Windjammer Point,atlanta,ga,30041.0,Homeowners Community,2,False,False,False,False,False,False,34.2527116,-84.0421593
6827,West Street,new york,ny,10468.0,Public,1,False,False,False,False,False,False,40.8695701,-73.8977873
6828,Barraud Avenue,norfolk-virginia beach,va,23504.0,Public,3,False,False,False,False,True,False,36.8664805,-76.2661886
6829,Street,norfolk-virginia beach,va,23607.0,Public,7,False,True,False,True,False,False,36.9754125,-76.4118111
6830,Nail Road West,memphis,tn,38637.0,Public,4,False,False,False,False,True,False,34.947742,-90.049578
6831,Doreen Way,louisville,ky,40220.0,Public,2,False,False,False,False,False,False,38.2155925,-85.6524396
6832,Suydam Street,new york,ny,11385.0,Public,2,False,False,False,False,False,False,40.7091699,-73.917051
6833,Ambrosse Lane,louisville,ky,40299.0,Homeowners Community,2,False,False,False,False,True,False,38.1949288,-85.6030655
6834,North Jensen Street,las vegas,nv,89129.0,Public,2,False,False,False,False,True,False,36.2414783,-115.3096247
6835,Aragon Canyon Street,las vegas,nv,89135.0,Homeowners Community,2,False,False,False,False,True,False,36.1482542,-115.3395689
6836,North Willow Grove Court,st. louis,mo,63376.0,Homeowners Community,2,False,False,False,False,False,False,38.7743949,-90.6052673
6837,Plantation Trace Drive,atlanta,ga,30096.0,Homeowners Community,2,False,False,False,False,True,False,34.0074819,-84.1744244
6838,Caldart Avenue Northeast,seattle,wa,98370.0,Public,6,False,True,False,False,True,False,47.7364733,-122.6272488
6839,Campbell Hill Street,atlanta,ga,30060.0,Public,4,False,False,False,False,True,False,33.9636952,-84.5524549
6840,Seasons Drive,sacramento-yolo,ca,95758.0,Public,3,False,False,False,False,False,False,38.418931,-121.4237952
6841,Collins Avenue,miami-fort lauderdale,fl,33140.0,Homeowners Community,2,False,False,False,False,True,False,25.8334045,-80.1217461
6842,Birchwood Drive,dallas - fort worth,tx,75043.0,Public,2,False,False,False,False,False,False,32.8561845,-96.634444
6843,Pamela Parkway,dallas - fort worth,tx,76208.0,Public,6,False,True,False,False,True,False,33.2119064,-97.0747554
6844,West Walnut Hill Lane,dallas - fort worth,tx,75038.0,Homeowners Community,1,False,False,False,False,False,False,32.8674586,-96.9792902
6845,Eagle Avenue,miami-fort lauderdale,fl,33179.0,Homeowners Community,2,False,False,False,False,True,False,25.5828111,-80.483737
6846,Preston Court,dallas - fort worth,tx,75087.0,Homeowners Community,2,False,False,False,False,True,False,32.9014253,-96.4726102
6847,Meadowglen Lane,houston - galveston - brazoria,tx,77042.0,Homeowners Community,2,False,False,False,False,True,False,29.731477,-95.5445445
6848,Bonney Lane,boston,ma,2048.0,Homeowners Community,1,False,False,False,False,False,False,42.0308227,-71.1833489
6849,Postoak Road,washington,dc,20854.0,Public,4,False,False,False,False,False,False,39.0442882,-77.1778795
6850,Via Palm Lakes,west palm beach - boca raton,fl,33417.0,Homeowners Community,2,False,False,False,False,True,False,26.7235145,-80.1158988
6851,Street South,tampa-st. petersburg-clearwater,fl,33705.0,Homeowners Community,2,False,False,False,False,True,False,27.7070112,-82.6505649
6852,Royal Isles Boulevard,west palm beach - boca raton,fl,33437.0,Homeowners Community,2,True,False,False,False,True,False,26.5202537,-80.1385367
6853,Lakewood Club Drive South,tampa-st. petersburg-clearwater,fl,33712.0,Homeowners Community,1,False,False,False,False,False,False,27.7200426,-82.6601994
6854,Neptune Road,orlando,fl,34744.0,Public,2,False,False,False,False,True,False,28.2538226,-81.3286865
6855,Stratford Mill Boulevard,jacksonville,fl,32084.0,Homeowners Community,1,False,False,False,False,True,False,29.92537,-81.4077687
6856,Pebble Pointe Way,orlando,fl,34743.0,Homeowners Community,1,False,False,False,False,True,False,28.3290038,-81.3388038
6857,Balmoral Mews Square,orlando,fl,34786.0,Public,1,False,False,False,False,False,False,28.5144241,-81.5092206
6858,Cumberland Avenue,nashville,tn,37115.0,Public,4,False,False,False,False,True,False,36.2667608,-86.701813
6859,Greentree Road,philadelphia,pa,8003.0,Public,2,False,False,False,False,True,False,39.9060163,-74.957801
6860,Ridge Road,buffalo-niagara falls,ny,14218.0,Public,2,False,False,False,False,True,False,42.826537,-78.831464
6861,Harvard Street,denver,co,80503.0,Public,2,False,False,False,False,True,False,40.1911495,-105.1388
6862,South Sangamon Street,chicago,il,60417.0,Public,6,False,True,False,False,False,False,41.4408705,-87.643081
6863,Sunrise Highway South Service Road,new york,ny,11772.0,Homeowners Community,2,False,False,False,False,False,False,40.7822068,-72.9812014
6864,West Street,new york,ny,10024.0,Public,3,False,True,False,False,False,False,40.7862605,-73.975153
6865,Gardenia Drive,new york,ny,7733.0,Homeowners Community,1,False,False,False,False,False,False,40.4134797,-74.1537559
6866,Banks Road,atlanta,ga,30281.0,Public,2,False,False,False,False,True,False,33.5232398,-84.2405677
6867,Sadler Oaks Drive,richmond-petersburg,va,23060.0,Public,2,False,False,False,False,False,False,37.6634822,-77.5844944
6868,Honey Pine Lane,atlanta,ga,30064.0,Homeowners Community,2,False,False,False,False,True,False,33.9592637,-84.6704936
6869,Tree Mountain Parkway,atlanta,ga,30083.0,Homeowners Community,2,False,False,False,False,True,False,33.8204707,-84.1784477
6870,Bowden Street,boston,ma,1852.0,Homeowners Community,2,False,False,False,False,True,False,42.6196784,-71.2975037
6871,Laurelwood Drive,boston,ma,2760.0,Public,5,False,False,False,False,False,False,41.9816655,-71.3081896
6872,Old Court Road,baltimore,md,21208.0,Homeowners Community,1,False,False,False,False,False,False,39.394791,-76.6714597
6873,South Elm Street,hartford,ct,6096.0,Public,5,False,False,False,False,True,False,41.9198263,-72.6454103
6874,Carriage Crossing Lane,new york,ny,6457.0,Homeowners Community,1,False,False,False,False,True,False,41.5877075,-72.7097619
6875,Fire Thorne Road,new york,ny,10504.0,Homeowners Community,1,False,False,False,False,False,False,41.1229439,-73.719002
6876,Lookout Street,new york,ny,8722.0,Public,1,False,False,False,False,False,False,39.9403683,-74.1835284
6877,Klamath Street,los angeles,ca,90032.0,Public,2,False,False,False,False,True,False,34.0758568,-118.1821632
6878,Souhegan Drive,boston,ma,3063.0,Public,6,False,False,False,False,False,False,42.7544257,-71.5132606
6879,North Kent Street,kansas city,mo,64024.0,Public,1,False,False,False,False,False,False,39.3444779,-94.2216575
6880,Bermuda Drive,st. louis,mo,63121.0,Public,2,False,False,False,False,False,False,38.7203907,-90.293659
6881,Coombsville Road,san francisco - oakland - san jose,ca,94559.0,Public,8,False,False,False,False,True,False,38.2943153,-122.2608912
6882,Island Crest Way,seattle,wa,98040.0,Public,2,False,False,False,False,True,False,47.5518393,-122.2231901
6883,Kempf Street,san diego,ca,91945.0,Public,3,False,False,False,False,False,False,32.7398459,-117.0269144
6884,Coral Lake Drive,miami-fort lauderdale,fl,33065.0,Homeowners Community,1,False,False,False,False,True,False,26.2703372,-80.238229
6885,Corporate Drive,houston - galveston - brazoria,tx,77578.0,Public,10,False,True,False,False,False,False,29.4753954,-95.3663385
6886,Harford Square Drive,baltimore,md,21040.0,Homeowners Community,2,False,False,False,False,False,False,39.4194777,-76.3200474
6887,Birdsong Way,cincinnati,oh,45039.0,Homeowners Community,2,False,False,False,False,False,False,39.3390439,-84.2428744
6888,Hyers Street,new york,ny,8753.0,Public,4,False,False,False,False,False,False,39.9545647,-74.196971
6889,East Cornell Avenue,denver,co,80014.0,Homeowners Community,1,False,False,False,False,True,False,39.6616266,-104.838506
6890,Castlemaine Drive Northwest,atlanta,ga,30097.0,Homeowners Community,3,False,False,False,False,True,False,34.0222088,-84.128226
6891,Graves Road,atlanta,ga,30093.0,Public,2,False,False,False,False,False,False,33.8957644,-84.2230797
6892,Wilshire Lane,chicago,il,60440.0,Public,10,False,False,False,False,False,False,41.6874154,-88.0913079
6893,Hammond Lane,baltimore,md,21054.0,Public,2,False,False,False,False,False,False,39.0706707,-76.6869628
6894,University Boulevard,cincinnati,oh,45015.0,Public,2,False,False,False,False,False,False,39.3775433,-84.5608127
6895,Ridgewood Way,salt lake city,ut,84010.0,Homeowners Community,2,False,False,False,False,True,False,40.8660164,-111.8511415
6896,Oriole Terrace,new york,ny,7860.0,Homeowners Community,2,False,False,False,False,False,False,41.0721368,-74.7372651
6897,Jones Drive,louisville,ky,40031.0,Public,2,False,False,False,False,False,False,38.3939864,-85.4361463
6898,Philadelphia Drive,dayton-springfield,oh,45415.0,Homeowners Community,4,False,False,False,False,True,False,39.8142144,-84.2360187
6899,Paces Avenue,charlotte,nc,28105.0,Homeowners Community,1,False,False,False,False,True,False,35.1227869,-80.7131839
6900,Vintage Woods Road,los angeles,ca,92630.0,Homeowners Community,2,False,False,False,False,True,False,33.6537536,-117.6723075
6901,North San Gorgonio Avenue,los angeles,ca,92220.0,Public,4,False,False,False,False,True,False,33.9299547,-116.8763137
6902,West Villa Fiesta,phoenix,az,85210.0,Homeowners Community,2,False,False,False,False,True,False,33.3871181,-111.8463778
6903,Century Park East,los angeles,ca,90067.0,Homeowners Community,2,False,False,False,False,True,False,34.0526683,-118.4067285
6904,Avenue South,seattle,wa,98001.0,Public,5,False,True,False,False,False,False,47.3453585,-122.2766626
6905,Augusta Drive,san francisco - oakland - san jose,ca,94558.0,Homeowners Community,1,False,False,False,False,False,False,38.3495994,-122.2558165
6906,Southeast Orchard Drive,seattle,wa,98045.0,Public,2,False,False,False,False,False,False,47.4903694,-121.7841125
6907,San Elijo Avenue,san diego,ca,92007.0,Public,1,False,False,False,False,False,False,33.0183888,-117.280941
6908,Willowbend Boulevard,houston - galveston - brazoria,tx,77096.0,Public,2,False,True,False,False,True,False,29.6655971,-95.4846561
6909,Hillhouse Road,houston - galveston - brazoria,tx,77584.0,Public,8,False,False,False,False,True,False,29.5723373,-95.3540111
6910,Radio Lane,houston - galveston - brazoria,tx,77471.0,Homeowners Community,1,False,False,False,False,False,False,29.556641,-95.7849509
6911,McCaskey Ridge,san antonio,tx,78258.0,Homeowners Community,1,False,True,False,False,False,False,29.6099352,-98.5357654
6912,Cove Circle,tampa-st. petersburg-clearwater,fl,33708.0,Homeowners Community,2,False,False,False,False,True,False,27.8139205,-82.7959353
6913,Squaw Valley Footpath,pittsburgh,pa,15238.0,Public,2,False,False,False,False,False,False,40.4979,-79.882659
